"ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"GO:0035383","thioester metabolic process",95,-0.696267002109081,-2.76260612252749,1e-10,2.95023041474654e-09,2.00582100412321e-09,4822,"tags=74%, list=22%, signal=58%","27402/14104/67420/106564/12974/15488/83603/67528/19193/12041/236900/170789/216739/20216/71147/14732/18597/20917/107146/217700/22333/64059/68263/66885/217698/73724/235339/56690/13382/12012/78920/20916/329910/70456/208715/228859/192156/18293/26897/60525/15378/29807/56451/55951/15356/230161/170439/209186/52538/70025/171282/110446/17850/18604/100705/74156/110959/233799/270076/67800/14081/68738/70789/117147/74147/272428/30956/23923/171281/104158"
"GO:0022904","respiratory electron transport chain",110,-0.686322193137328,-2.75432883875451,1e-10,2.95023041474654e-09,2.00582100412321e-09,3943,"tags=75%, list=18%, signal=62%","12850/71361/66148/230125/12064/68197/215951/19017/14004/14719/66841/66576/12867/407785/230075/12122/67530/50799/17448/66414/26926/68202/78830/225887/66925/84682/13063/57320/68375/12857/14571/72900/17722/12861/66152/66383/67863/13382/226646/17721/22272/67892/78330/12859/14718/12868/66142/66052/68349/12866/67264/67273/17716/75406/67003/67636/66594/12858/17995/66218/66945/66445/17708/17711/17717/110826/68943/22273/227197/17719/110842/66694/67914/17449/67680/20656/78174/17710/12865/14555/212933/12869/17709"
"GO:0006119","oxidative phosphorylation",146,-0.65960314728502,-2.74484376597544,1e-10,2.95023041474654e-09,2.00582100412321e-09,4153,"tags=75%, list=19%, signal=61%","66416/11983/14297/72759/12850/66148/230125/58805/68198/12064/66114/69875/100503946/68197/215951/14004/67130/17991/66091/66576/11957/110323/66916/12867/407785/66972/230075/68194/12122/67530/66495/71679/28080/57423/66414/68202/225887/12864/66925/84682/13063/57320/66046/68375/12857/72900/105675/11949/17722/12861/66152/66383/104130/13382/226646/54405/17721/22272/67892/78330/67184/12859/66043/12868/70316/66142/66052/68349/12866/67264/67126/67273/17716/75406/11950/66108/67003/11958/66594/12858/66377/17995/66218/66945/70556/11946/11814/66445/17708/11947/68342/17711/17717/68943/22273/227197/17719/66694/67914/67680/103172/78174/108037/11474/17710/12865/17705/12869/17709/11639"
"GO:0009062","fatty acid catabolic process",108,-0.68614457186453,-2.73173609086939,1e-10,2.95023041474654e-09,2.00582100412321e-09,3668,"tags=67%, list=17%, signal=56%","52665/170789/66887/14073/67885/15108/12894/74114/14080/19300/11363/66841/26378/13177/97212/52430/67460/66948/231086/19299/20524/51798/66885/56690/80911/11409/56794/71767/12908/56717/229211/11370/12896/18634/69772/11992/14245/110826/109254/110842/15107/20280/11430/93747/16922/52538/338350/70025/102632/26458/110446/71985/106861/100705/56357/110959/270076/235674/12895/74147/56185/57742/93732/69123/18534/11364/76574/227627/234564/64385/27413/104158"
"GO:0042773","ATP synthesis coupled electron transport",77,-0.706933706171261,-2.7160565962728,1e-10,2.95023041474654e-09,2.00582100412321e-09,3943,"tags=81%, list=18%, signal=66%","12850/66148/12064/68197/215951/14004/66576/12867/407785/230075/12122/67530/66414/225887/66925/84682/13063/57320/68375/12857/72900/17722/12861/66152/66383/13382/226646/17721/22272/67892/78330/12859/12868/66142/66052/68349/12866/67264/67273/17716/75406/67003/66594/12858/17995/66218/66945/66445/17711/17717/68943/22273/227197/17719/66694/67914/67680/78174/17710/12865/12869/17709"
"GO:0042775","mitochondrial ATP synthesis coupled electron transport",76,-0.703194508989722,-2.69779493486427,1e-10,2.95023041474654e-09,2.00582100412321e-09,3943,"tags=80%, list=18%, signal=66%","12850/66148/12064/68197/215951/14004/66576/12867/407785/230075/12122/67530/66414/225887/66925/84682/13063/57320/68375/12857/72900/17722/12861/66152/66383/13382/226646/17721/22272/67892/78330/12859/12868/66142/66052/68349/12866/67264/67273/17716/75406/67003/66594/12858/17995/66218/66945/66445/17711/17717/68943/22273/227197/17719/66694/67914/67680/78174/17710/12865/12869"
"GO:0009063","amino acid catabolic process",104,-0.678740375808855,-2.69690894039115,1e-10,2.95023041474654e-09,2.00582100412321e-09,2927,"tags=67%, list=13%, signal=59%","14719/69219/50880/11615/14317/20425/66948/18242/70266/66885/13382/12035/227095/14718/78920/14661/67432/76282/11992/434437/13171/268782/12036/110826/110842/214579/15356/14415/243382/110391/12039/243537/26912/58875/72039/71562/192166/110446/13142/18125/14874/56357/246277/212647/229905/68133/78038/14085/237320/12040/15233/14417/269378/104776/12411/70789/232078/19125/104174/268860/30956/98256/18478/107766/23923/76187/15186/266645/209176/15445"
"GO:0009060","aerobic respiration",191,-0.622459175084012,-2.63014678238822,1e-10,2.95023041474654e-09,2.00582100412321e-09,4153,"tags=71%, list=19%, signal=58%","66416/11983/17843/14297/72759/12850/66148/230125/14533/58805/68198/12064/66114/69875/100503946/68197/67472/76668/215951/67834/14004/67130/17991/66091/18597/20917/170731/66576/11957/110323/66916/12867/407785/66972/230075/68194/12122/67530/66495/71679/17448/28080/57423/66414/11428/68202/225887/12864/66925/84682/13063/15929/57320/66046/68375/66128/68263/12857/72900/105675/11949/17722/12861/66152/235339/66383/104130/13382/226646/54405/17721/22272/67892/78330/67184/170718/12859/66043/12868/78920/70316/20916/66142/269951/66052/68349/12866/67264/67126/67273/17716/75406/11950/66108/14194/67003/11958/66594/12858/66377/18293/17995/66218/66945/70556/11946/11814/66445/17708/11947/68342/17711/56451/17717/11429/68943/22273/227197/17719/66694/67914/17449/64384/67680/103172/78174/108037/11474/12359/17710/12865/17705/12869/17709/11639"
"GO:0010257","NADH dehydrogenase complex assembly",62,-0.716601035941976,-2.62599444173596,1e-10,2.95023041474654e-09,2.00582100412321e-09,5859,"tags=94%, list=27%, signal=69%","69487/67105/108755/69702/66271/66821/69089/68472/595136/17993/208501/66349/66706/73694/235169/68198/69875/76826/68197/67130/17991/76947/66091/68493/66916/407785/230075/100042503/68194/66495/66414/26926/68202/225887/66046/68375/17722/104130/226646/54405/17721/67184/70316/229211/68349/67264/67273/17716/75406/66108/66377/66218/68342/17717/227197/17719/100041273/66346"
"GO:0032981","mitochondrial respiratory chain complex I assembly",62,-0.716601035941976,-2.62599444173596,1e-10,2.95023041474654e-09,2.00582100412321e-09,5859,"tags=94%, list=27%, signal=69%","69487/67105/108755/69702/66271/66821/69089/68472/595136/17993/208501/66349/66706/73694/235169/68198/69875/76826/68197/67130/17991/76947/66091/68493/66916/407785/230075/100042503/68194/66495/66414/26926/68202/225887/66046/68375/17722/104130/226646/54405/17721/67184/70316/229211/68349/67264/67273/17716/75406/66108/66377/66218/68342/17717/227197/17719/100041273/66346"
"GO:1901606","alpha-amino acid catabolic process",93,-0.662146342672047,-2.62329579312469,1e-10,2.95023041474654e-09,2.00582100412321e-09,3061,"tags=65%, list=14%, signal=56%","14719/69219/50880/11615/14317/20425/66948/18242/70266/66885/227095/14718/78920/14661/67432/76282/11992/434437/268782/12036/15356/14415/110391/243537/26912/58875/72039/71562/192166/110446/13142/18125/14874/56357/246277/212647/229905/68133/78038/14085/237320/15233/14417/269378/104776/12411/70789/232078/19125/104174/30956/98256/18478/107766/23923/76187/15186/266645/209176/15445"
"GO:0044282","small molecule catabolic process",358,-0.581345636038559,-2.61600564521466,1e-10,2.95023041474654e-09,2.00582100412321e-09,4337,"tags=60%, list=20%, signal=49%","15488/16367/15275/11532/74091/18641/14430/67528/19193/231691/56189/71761/66968/18979/12041/19703/433182/21991/12583/229517/71336/52665/170789/66887/14073/71755/66194/67885/109801/70503/15108/14433/546726/12894/11611/74577/74114/15212/14080/19300/13082/11363/13885/14719/66841/69219/26378/50880/13177/11615/97212/26384/52430/67460/14317/20425/99586/232449/78830/64059/66948/18242/18655/76654/231086/11881/70266/57320/19299/20524/67375/72535/18648/51798/14571/66885/56690/14651/80911/11409/56794/13382/71767/12035/72157/18642/227095/12908/56717/14626/58810/14718/78920/229211/11370/12896/18634/69772/56695/14661/67432/76282/11992/56362/257633/434437/13171/52815/72269/268782/14245/12036/225913/110826/319625/109254/110842/214579/15356/11669/14415/243382/110391/15107/20280/107747/11430/244757/93747/16922/12039/52538/338350/243537/70025/26912/171282/58875/102632/232174/72039/71562/26458/271639/192166/110446/65969/13142/71985/106861/18125/68631/14874/100705/13076/56357/246277/11474/235582/212647/229905/68133/78038/102448/14085/237320/110959/56012/230163/67041/12040/14933/15233/270076/14417/235674/269378/104776/12411/70789/232078/19125/13479/12895/67880/74147/103149/20322/104174/56185/268860/57742/16548/30956/98256/93732/18478/107766/69123/105349/56727/18534/23923/11364/76574/227627/208665/234564/76187/15186/64385/266645/209176/27413/104158/15445"
"GO:0006635","fatty acid beta-oxidation",79,-0.67801923631488,-2.59972106241188,1e-10,2.95023041474654e-09,2.00582100412321e-09,3668,"tags=71%, list=17%, signal=59%","52665/66887/67885/15108/12894/74114/14080/19300/11363/66841/13177/97212/52430/67460/66948/231086/19299/20524/51798/66885/56690/80911/11409/71767/12908/56717/229211/11370/12896/18634/69772/11992/110826/110842/15107/20280/11430/93747/52538/338350/102632/26458/110446/71985/100705/56357/270076/235674/12895/74147/93732/69123/11364/76574/227627/27413"
"GO:0045333","cellular respiration",251,-0.571642739890303,-2.57025113414693,1e-10,2.95023041474654e-09,2.00582100412321e-09,4153,"tags=63%, list=19%, signal=51%","66416/11983/17843/14297/72759/12850/71361/66148/230125/14533/58805/68198/72170/12064/66114/67885/69875/100503946/68197/67472/76668/215951/19017/67834/14004/67130/17991/66091/14719/18597/20917/66841/170731/66576/11957/110323/66916/12867/407785/66972/230075/68194/12122/67530/66495/71679/50799/17448/28080/57423/66414/26926/11428/68202/78830/225887/12864/66925/84682/13063/15929/57320/66046/68375/66128/68263/12857/14571/68015/72900/105675/11949/17722/12861/66152/235339/66383/104130/67863/13382/226646/54405/17721/22272/67892/78330/67184/170718/12859/14718/66043/12868/78920/70316/20916/66142/269951/66052/68349/12866/67264/67126/67273/17716/75406/11950/66108/14194/67003/11958/67636/66594/12858/66377/18293/17995/66218/66945/70556/11946/11814/66445/17708/11947/68342/17711/56451/17717/11429/110826/68943/22273/227197/17719/110842/66694/67914/17449/64384/67680/20656/103172/227731/52637/78174/108037/11474/12359/17710/12865/13077/14555/212933/17705/12869/17709/11639"
"GO:0006520","amino acid metabolic process",284,-0.558879853439511,-2.55608960788644,1e-10,2.95023041474654e-09,2.00582100412321e-09,3631,"tags=46%, list=17%, signal=39%","272396/20186/66194/72562/56448/67026/70503/15108/69955/11611/104923/14719/14630/69219/14287/50880/11615/107146/20751/14317/20425/99586/78830/66948/18242/70266/57320/66885/13382/52633/12035/12012/227095/14718/14431/78920/20540/20768/229487/14194/14661/67432/76282/11992/434437/27364/13171/11565/15378/268782/12036/110826/107869/110842/109900/75986/214579/15356/14415/14645/217830/243382/104816/50490/110391/102436/12039/243537/26912/58875/72039/108156/71562/70337/192166/110446/13142/13180/17850/18125/14874/108037/246221/56357/246277/212647/229905/68133/78038/14085/237320/67547/14598/12040/15233/270076/14417/269378/332942/104776/12411/70789/232078/19125/13479/192653/103149/104174/212933/268860/13195/64918/11484/30956/98256/18478/107766/109652/13370/23923/14711/11898/329008/76187/15186/266645/209176/16334/15445/12116"
"GO:1901605","alpha-amino acid metabolic process",212,-0.576385465020313,-2.53837142600279,1e-10,2.95023041474654e-09,2.00582100412321e-09,3622,"tags=52%, list=17%, signal=44%","20186/66194/72562/56448/67026/70503/15108/11611/104923/14719/14630/69219/14287/50880/11615/107146/20751/14317/20425/78830/66948/18242/70266/57320/66885/52633/12035/12012/227095/14718/14431/78920/20540/20768/14194/14661/67432/76282/11992/434437/27364/11565/15378/268782/12036/107869/109900/75986/214579/15356/14415/14645/217830/104816/50490/110391/243537/26912/58875/72039/108156/71562/70337/192166/110446/13142/13180/17850/18125/14874/108037/246221/56357/246277/212647/229905/68133/78038/14085/237320/67547/14598/15233/270076/14417/269378/332942/104776/12411/70789/232078/19125/13479/192653/104174/64918/11484/30956/98256/18478/107766/23923/14711/11898/329008/76187/15186/266645/209176/15445/12116"
"GO:0032543","mitochondrial translation",129,-0.61666716681502,-2.53359704950503,1e-10,2.95023041474654e-09,2.00582100412321e-09,6213,"tags=75%, list=29%, signal=54%","66047/66971/66407/353242/14548/75619/69956/67417/64658/66242/75398/71984/228019/94067/66419/56280/72181/52443/66223/64655/68537/68463/118451/226539/64656/27393/52469/74600/107734/52575/59054/65111/78523/69527/60441/70120/108853/52856/67212/64659/107733/94062/76366/102060/106338/68572/94061/109093/216767/107732/94063/68565/75593/77721/94064/66448/211253/66077/18120/24030/66230/66399/64660/12261/70207/67840/67994/212508/381314/66493/28028/67681/99045/320806/27395/66292/69163/67308/27398/121022/50529/94065/57312/67270/72416/101122/232536/66163/79044/68611/233870/66084/56282/28030/229487/102436/108037"
"GO:0006754","ATP biosynthetic process",97,-0.63373773281591,-2.52833211036324,1e-10,2.95023041474654e-09,2.00582100412321e-09,4420,"tags=77%, list=20%, signal=62%","27425/17993/13806/16889/66416/11983/433182/68198/66114/69875/100503946/68197/69802/67130/17991/66091/11957/66916/407785/230075/68194/66495/71679/50799/28080/57423/66414/68202/78830/225887/66925/66046/68375/72900/11949/17722/56248/104130/11951/226646/54405/17721/78330/67184/50873/21405/66043/11964/70316/66052/68349/67264/67126/67273/17716/75406/11950/66108/11958/66377/17995/66218/66945/228033/11946/52815/11947/68342/17717/227197/17719/67680/271639/19013/17705"
"GO:0070098","chemokine-mediated signaling pathway",79,0.805247854094073,2.51252537068631,1e-10,2.95023041474654e-09,2.00582100412321e-09,2440,"tags=61%, list=11%, signal=54%","20306/20293/56221/20299/20310/20311/20295/12773/20307/14825/20304/232983/20308/330122/20296/12775/57349/12772/12774/20292/20305/56744/20290/20297/12765/12776/83433/13614/13051/12771/55985/17329/16963/15945/23832/20302/64095/12770/80901/21785/20303/17480/13349/12766/12769/19876/12768/227288"
"GO:1990868","response to chemokine",89,0.789510730006394,2.49608771709096,1e-10,2.95023041474654e-09,2.00582100412321e-09,2440,"tags=55%, list=11%, signal=49%","20306/20293/56221/20299/20310/20311/20295/12773/20307/14825/20304/232983/20308/330122/20296/12775/57349/12772/16948/12774/20292/20305/56744/20290/20297/12765/12776/83433/13614/13051/12771/55985/17329/16963/15945/23832/20302/64095/12770/80901/21785/20303/17480/13349/12766/12769/19876/12768/227288"
"GO:1990869","cellular response to chemokine",89,0.789510730006394,2.49608771709096,1e-10,2.95023041474654e-09,2.00582100412321e-09,2440,"tags=55%, list=11%, signal=49%","20306/20293/56221/20299/20310/20311/20295/12773/20307/14825/20304/232983/20308/330122/20296/12775/57349/12772/16948/12774/20292/20305/56744/20290/20297/12765/12776/83433/13614/13051/12771/55985/17329/16963/15945/23832/20302/64095/12770/80901/21785/20303/17480/13349/12766/12769/19876/12768/227288"
"GO:0170041","non-proteinogenic amino acid metabolic process",76,-0.649538132816663,-2.49194307167094,1e-10,2.95023041474654e-09,2.00582100412321e-09,2927,"tags=49%, list=13%, signal=42%","69219/11615/99586/70266/57320/14431/67432/27364/15378/268782/107869/109900/214579/14415/50490/108156/71562/192166/13142/17850/246221/229905/237320/14417/269378/332942/104776/12411/70789/13479/103149/268860/98256/23923/14711/11898/209176"
"GO:0009145","purine nucleoside triphosphate biosynthetic process",107,-0.611271664508372,-2.43746079102711,1e-10,2.95023041474654e-09,2.00582100412321e-09,4645,"tags=73%, list=21%, signal=58%","18103/11674/27425/17993/13806/16889/66416/11983/433182/68198/66114/69875/100503946/68197/69802/67130/17991/66091/11957/66916/407785/230075/68194/66495/71679/50799/28080/57423/66414/68202/78830/225887/66925/66046/68375/72900/11949/17722/56248/104130/11951/226646/54405/17721/78330/67184/50873/21405/66043/11964/70316/66052/68349/67264/67126/67273/17716/75406/11950/66108/11958/66377/17995/66218/66945/228033/11534/11946/52815/11947/68342/17717/227197/17719/67680/271639/19013/17705"
"GO:0009206","purine ribonucleoside triphosphate biosynthetic process",106,-0.608971059247419,-2.42391094398775,1e-10,2.95023041474654e-09,2.00582100412321e-09,4645,"tags=73%, list=21%, signal=57%","18103/11674/27425/17993/13806/16889/66416/11983/433182/68198/66114/69875/100503946/68197/69802/67130/17991/66091/11957/66916/407785/230075/68194/66495/71679/50799/28080/57423/66414/68202/78830/225887/66925/66046/68375/72900/11949/17722/56248/104130/11951/226646/54405/17721/78330/67184/50873/21405/66043/11964/70316/66052/68349/67264/67126/67273/17716/75406/11950/66108/11958/66377/17995/66218/66945/228033/11946/52815/11947/68342/17717/227197/17719/67680/271639/19013/17705"
"GO:0140053","mitochondrial gene expression",168,-0.576289178505792,-2.40126194640717,1e-10,2.95023041474654e-09,2.00582100412321e-09,6559,"tags=73%, list=30%, signal=51%","74238/66410/76563/68735/71701/66047/66971/66407/380601/353242/14548/75619/69956/67417/64658/66242/75398/71984/228019/94067/66132/66419/56280/72181/52443/66223/64655/68537/68463/118451/226539/64656/27393/52469/74600/107734/52575/59054/65111/78523/68626/69527/60441/70120/108853/52856/15278/67212/64659/338359/107733/94062/76366/102060/106338/68572/94061/109093/216767/107732/216151/94063/68565/75593/77721/94064/66448/21379/226976/211253/68291/66077/21780/68550/18120/226153/24030/66230/66399/64660/12261/70207/67840/67994/320720/66587/212508/381314/66493/28028/67681/99045/320806/67851/27395/66292/69163/67308/27398/121022/50529/94065/57312/67270/72416/15108/101122/56484/232536/66163/79044/68611/233870/66084/170826/56282/28030/229487/70556/64384/102436/108037"
"GO:0009201","ribonucleoside triphosphate biosynthetic process",111,-0.593174980222441,-2.39965433722572,1e-10,2.95023041474654e-09,2.00582100412321e-09,4645,"tags=70%, list=21%, signal=56%","18103/11674/27425/17993/13806/16889/66416/11983/433182/68198/66114/69875/100503946/68197/69802/67130/17991/66091/22245/11957/66916/407785/230075/68194/66495/71679/50799/28080/57423/66414/68202/78830/225887/66925/66046/68375/72900/11949/17722/56248/104130/11951/226646/54405/17721/78330/67184/50873/21405/66043/11964/70316/66052/68349/67264/67126/67273/17716/75406/11950/66108/11958/66377/17995/66218/66945/228033/11946/52815/11947/68342/17717/227197/17719/67680/271639/19013/17705"
"GO:0009142","nucleoside triphosphate biosynthetic process",118,-0.595186848939066,-2.39828149829462,1e-10,2.95023041474654e-09,2.00582100412321e-09,4645,"tags=68%, list=21%, signal=54%","18103/11674/27425/17993/13806/16889/66416/11983/433182/68198/66114/69875/100503946/68197/69802/67130/17991/66091/22245/11957/66916/407785/230075/68194/66495/71679/50799/28080/57423/66414/68202/78830/225887/66925/66046/68375/72900/11949/17722/56248/104130/11951/226646/54405/17721/78330/67184/50873/21405/66043/11964/70316/66052/68349/67264/67126/67273/17716/75406/11950/66108/11958/66377/17995/66218/66945/228033/11534/11946/52815/11947/68342/17717/227197/17719/67680/271639/19013/17705/11639"
"GO:0071621","granulocyte chemotaxis",121,0.727115725179958,2.38905961876504,1e-10,2.95023041474654e-09,2.00582100412321e-09,2712,"tags=51%, list=12%, signal=45%","20306/20293/56221/20299/20310/20311/20307/14825/20304/232983/20308/330122/20296/12775/240873/12267/57349/16409/20292/58217/20305/56744/20290/66166/14131/12765/13614/20201/12986/270152/12771/19354/55985/17329/12273/105855/16149/16963/14127/15945/20202/20750/16803/76527/16414/20343/20963/20302/12977/22324/58218/16176/319430/20303/16952/21930/13617/227541/227288/27218/20312/13615"
"GO:0030595","leukocyte chemotaxis",219,0.690145310851062,2.37766090588305,1e-10,2.95023041474654e-09,2.00582100412321e-09,3761,"tags=52%, list=17%, signal=43%","20306/20293/56221/20299/20310/20311/20307/14825/20304/232983/20308/330122/20296/12775/240873/12267/57349/16409/12772/20292/11501/21943/14068/58217/20305/17395/56744/20290/66166/14289/15139/14131/12765/13614/20201/12986/12652/13051/18787/270152/12771/11629/19354/55985/74748/17329/12273/105855/17390/16149/16963/14127/15945/20202/20750/12721/18133/16803/76527/16414/20343/20963/20375/20302/64095/12977/12770/98365/22324/17965/58218/13035/12642/16176/233079/110168/319430/20303/321019/19242/28240/23892/16952/21930/13617/57266/12766/66102/245195/27007/12768/227541/227288/18591/27218/69453/20312/13615/16159/106512/104099/654459/18654/21828/16854/277360/16170/14205/21825/15978/83430/71660/14747/50930"
