"Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"phosphatidylinositol-4,5-bisphosphate binding (GO:0005546)","48/75",0.0238014118296943,0.260366748537004,0,0,1.64465915190553,6.14775298054397,"AMER1;AMER2;HIP1;MAPKAP1;TWF2;CGAS;TULP3;CAPG;TULP1;RPH3A;SDCBP;JPH2;SCIN;TTPA;ANXA8;ANXA9;STXBP6;VILL;KCNJ1;PHLDA3;MARK1;GSDMD;SVIL;GRAMD2A;GSN;ANXA2;FZD7;OSBPL2;SNX21;COMMD1;PLEKHA4;SDCBP2;SNX20;TIRAP;SNAP91;SYT7;SYTL2;VIL1;MYO1B;KCNQ1;PARD3;PFN1;PLCB1;PLCD1;EXOC1;PFN2;MYO1G;PICALM"
"phosphotransferase activity, alcohol group as acceptor (GO:0016773)","48/75",0.0238014118296943,0.260366748537004,0,0,1.64465915190553,6.14775298054397,"PANK4;IPPK;DGKE;PDXK;PANK3;MVK;DGKB;PANK1;ADK;PIK3CD;PIK3C2G;PIK3CB;HK2;PIK3CG;PAPSS2;HK1;KHK;PAPSS1;HK3;NADK2;HYKK;FGGY;TKFC;RFK;XYLB;NADK;GK;SPHK2;DCAKD;SPHK1;GLYCTK;IPMK;TRPT1;DOLK;COASY;PGM2L1;PKM;FCSK;DGKQ;SHPK;ETNK1;FAM20B;PI4KA;POMK;DGKK;GALK2;GNE;GALK1"
"PDZ domain binding (GO:0030165)","41/63",0.0244857904013397,0.261335382004359,0,0,1.72382314991179,6.39480177403185,"PRKN;SLC22A4;DOCK4;SLC22A5;SDC2;USHBP1;KIF14;ADRB1;PSEN1;CLCN3;SLC22A12;SRR;TBC1D10A;NSF;TMEM88B;FZD3;CXADR;MAP2K2;FZD2;CADM1;FZD4;KIDINS220;PLEKHA2;FZD7;ARHGEF16;CRIPT;FZD8;ATP2B2;PDZK1;ATP2B1;SYNJ2;GNG12;CIT;TGFBR3;SLC9A3;ADAM17;ACOX1;DLG4;CCDC88C;CFTR;SLC26A6"
"insulin-like growth factor binding (GO:0005520)","12/15",0.0253140560987668,0.261335382004359,0,0,3.69689967263624,13.5912651743967,"IGFBP1;IGFBP5;IGFBP4;ITGB4;INSR;ITGB3;IGFBP2;ITGAV;LRP2;IGFALS;IGFBP6;IGF2R"
"purinergic nucleotide receptor activity (GO:0001614)","12/15",0.0253140560987668,0.261335382004359,0,0,3.69689967263624,13.5912651743967,"P2RY12;P2RX7;P2RY13;P2RX6;P2RX4;GPR34;P2RX3;GPR87;P2RY14;P2RX1;PTAFR;GPR171"
"NADP binding (GO:0050661)","25/36",0.0255810103455488,0.261335382004359,0,0,2.10139084861923,7.70349918976337,"MTRR;HMGCR;CRYZ;TM7SF2;HSD11B1;DUOX1;GMDS;SPR;NNT;ME1;ME3;NOS1;CRYM;CBR4;CBR3;DECR1;NOS2;NOS3;PGD;DHFR;QDPR;GRHPR;CAT;DPYD;DHCR7"
"ciliary neurotrophic factor receptor binding (GO:0005127)","8/9",0.0258135938945636,0.261335382004359,0,0,7.39249278152069,27.0332670248542,"CLCF1;LIFR;IL6ST;OSMR;PRLR;CRLF1;CRLF2;IL13RA1"
"clathrin heavy chain binding (GO:0032050)","8/9",0.0258135938945636,0.261335382004359,0,0,7.39249278152069,27.0332670248542,"CEMIP;LMBRD1;LRP1;CLTB;CLTA;LDLR;SNAP91;PICALM"
"glucocorticoid receptor binding (GO:0035259)","8/9",0.0258135938945636,0.261335382004359,0,0,7.39249278152069,27.0332670248542,"NR4A2;NR4A1;STAT5B;NR4A3;SMAD3;NRIP1;TACC1;YWHAH"
"phosphatidylinositol transfer activity (GO:0008526)","8/9",0.0258135938945636,0.261335382004359,0,0,7.39249278152069,27.0332670248542,"PITPNM1;OSBPL2;PITPNA;PITPNM2;TNFAIP8L3;PLTP;C2CD2L;PITPNC1"
"prenyltransferase activity (GO:0004659)","8/9",0.0258135938945636,0.261335382004359,0,0,7.39249278152069,27.0332670248542,"NUS1;COQ2;UBIAD1;GGPS1;PDSS2;PDSS1;COX10;DHDDS"
"metal ion binding (GO:0046872)","291/517",0.0262601647624244,0.261335382004359,0,0,1.19448275137445,4.34756142141786,"SPARC;CERK;ITSN1;DMP1;CALML3;CALML4;CISD3;ENDOV;TRIM26;TRIM27;ARSA;GLCE;EML1;PPA2;RRAGC;MTHFD2;PPA1;ADPRH;SIK3;SPARCL1;SIK1;HPRT1;PADI4;PADI1;PI4K2A;PIF1;IQGAP1;PGS1;TRPM2;S100A16;FIGNL1;S100A13;S100A14;APOE;PCK1;S100A11;S100A10;FER1L5;PLK1;PDE2A;AIF1L;ATP4A;GJB2;MEX3B;CABYR;TDP2;ACER3;CALU;DCHS1;HRG;CALM1;CALM2;CD320;RYR1;TOP2A;RYR2;C2CD5;CETN2;CLYBL;THTPA;SHH;PCLO;IMPA1;NCS1;ANXA6;IDS;SDF4;ANXA8;ANXA9;ANXA1;ANXA2;ANXA3;ANXA4;SPHK1;TESC;TNNC1;ANXA5;NAALADL1;MMP12;PLSCR1;RAP2A;F9;PLSCR3;PITPNM1;PLSCR2;PITPNM3;PLSCR4;PITPNM2;MICU3;TKT;MICU1;DNASE1L3;ASAH2;AOAH;NOL3;AIF1;GNAI1;CAMKK2;AASDHPPT;AOC1;GSN;GSS;SEPTIN4;TUBB4A;CABCOCO1;DSPP;LETM1;SMOC2;APEX1;NDUFAB1;NUCB1;ESYT2;ESYT1;AGRN;NUCB2;CDK5R1;IHH;GUCA1A;CIB2;CIB1;SLC8A1;THG1L;LOXL2;RPH3A;CDH5;CDH4;HPGDS;STK11;CDH3;CDH2;CHP2;ENPP2;CHP1;NUDT18;CAPN3;ENPP1;CAPN1;ENPP3;MAP3K6;PSPH;MAP3K5;NUDT12;TGM2;TPD52;CASR;POSTN;TPM4;S100A1;ANXA13;ANXA11;GEM;MELK;MSH2;STIM2;PGP;S100A6;ADAM8;S100A4;S100A3;TSSK4;MASP1;CLEC4E;S100A9;DSC2;PVALB;S100A8;BRSK1;ITPR1;LTBP4;ITPR2;LPL;ITPR3;FBLN1;STK4;RASGRP1;RASGRP3;STK3;SNN;SCIN;SCUBE1;CDH20;STK38;CDH22;ABL1;MAP3K20;CDH24;HACL1;TPPP;MARK2;MARK1;SYT5;PRNP;SYT3;SYT2;NEK6;EPHX2;IDH1;IDH2;SYT9;MT3;SYT8;SYT7;SYT6;SELP;VIL1;GCLC;SELL;RHEB;PIR;UBA2;FBN1;PNLIPRP1;DYRK3;DYRK2;MCTP1;CCDC47;LRRK2;MAST1;DYSF;ATP2A2;EFCAB11;PKD2;S100A7A;CALB1;OPA1;EFHD2;EFHD1;PGM1;DIS3L2;IDH3A;PLA2G4C;PLA2G4A;IRAK3;YDJC;ASPN;RCN3;RCN1;RCN2;ASPH;RP2;CDH11;CDH13;DSG2;CDHR5;DSG3;LCP1;CASQ1;SLC25A12;CDH17;FBP1;CILK1;SLC25A13;PDXK;MVK;LRP1;ATP10D;LRP2;NLRC4;ITIH1;THBS1;THBS4;THBS3;HMGCL;SRR;SPOCK2;MAN1C1;SLIT1;BNIP2;SPOCK1;SLIT2;SLC25A23;SLC25A24;S100G;PLA2G2D;PLA2G2E;GALNT3;IDH3G;KCNIP2;EYA2;PLA2G2C;CDC42BPG;SYT15;SYT13;HSPE1;BAIAP3;SYT17;PINK1;SNRK;SYT12;SYT11;RAN"
"3',5'-cyclic-AMP phosphodiesterase activity (GO:0004115)","10/12",0.0266251238010719,0.261335382004359,0,0,4.62071621101271,16.7542549333439,"PDE1B;PDE4D;PDE2A;PDE3B;PDE4C;PDE3A;PDE4B;PDE4A;PDE8B;PDE8A"
"carbohydrate:cation symporter activity (GO:0005402)","10/12",0.0266251238010719,0.261335382004359,0,0,4.62071621101271,16.7542549333439,"SLC2A9;SLC5A9;SLC2A10;SLC23A1;SLC17A5;SLC5A11;SLC5A1;SLC5A10;SLC5A2;SLC5A3"
"transmembrane receptor protein tyrosine kinase adaptor activity (GO:0005068)","10/12",0.0266251238010719,0.261335382004359,0,0,4.62071621101271,16.7542549333439,"IRS1;SHC1;TRAT1;TRADD;BLNK;GAB2;PIK3R1;SH2B3;SH2B2;SH2B1"
"nuclear receptor coactivator activity (GO:0030374)","35/53",0.0271000219168254,0.261335382004359,0,0,1.79827806190828,6.48858420350457,"ENY2;KDM1A;RNF4;ELK1;ETS1;FGF2;DCAF6;MED12;HELZ2;MED14;SFR1;ZMIZ2;BRD8;ATXN7L3;PPARGC1A;PPARGC1B;NCOA1;MED1;SS18;RBM14;SLC30A9;NCOA6;PRKCB;ACTN1;NCOA3;USP22;HMGA1;PPRC1;TRERF1;CNOT6;THRAP3;CARM1;NCOA7;TACC1;CCDC62"
"C-C chemokine receptor activity (GO:0016493)","17/23",0.0272137798430612,0.261335382004359,0,0,2.61907972899207,9.43924668787148,"CCR1;CX3CR1;XCR1;CXCR5;CXCR4;CXCR6;CXCR3;CXCR2;CCR9;CCR8;ACKR2;CCR7;CCR5;CCR4;CCR10;CCR3;CCR2"
"phosphatidylinositol phospholipase C activity (GO:0004435)","17/23",0.0272137798430612,0.261335382004359,0,0,2.61907972899207,9.43924668787148,"CCR1;CHRM3;CASR;EDNRA;PLCB3;CCL5;BDKRB2;PLCE1;PLCH1;PLCH2;CCR5;PLCB1;PLCD3;PLCB2;PLCD4;F2RL2;PLCD1"
"ATPase regulator activity (GO:0060590)","26/38",0.0298600315099076,0.284575148783817,0,0,2.00331019411235,7.03409173077638,"TOR1AIP2;HSPBP1;TOR1AIP1;ATP5IF1;DNAJB2;DNAJB1;BAG4;HSPH1;BAG2;GRPEL1;BAG3;BAG1;GRPEL2;FNIP1;FNIP2;SIL1;DNAJC19;TSC1;ATP1B2;ATP1B1;DNAJC15;DNAJA1;DNAJC1;FXYD2;DNAJA2;PFN1"
"transcription coactivator binding (GO:0001223)","15/20",0.0311877463963645,0.294993871929523,0,0,2.77289800635654,9.61566161749434,"SMAD3;THRB;RPL23;RORA;AHR;ESR1;RELA;CIT;AR;MED25;TERT;PGR;TEAD2;VGLL4;PPARD"
"syntaxin binding (GO:0019905)","40/62",0.0314245941604929,0.295015966073881,0,0,1.68161631764644,5.81866898258432,"STX16;STXBP4;LRRK2;STXBP1;STXBP2;CACNA1A;CPLX2;GOLGA2;BLOC1S6;VPS52;ABL1;STX6;VPS54;SNAP29;NSF;UNC13B;ABCA1;SYT5;UNC13C;TMED9;SYT3;UNC13A;SYT2;DAPK1;STX7;SYP;SYPL2;SYT9;SYT8;BAIAP3;STXBP5L;SYT17;SYT6;VAMP8;SYPL1;SYT12;SNPH;VAMP2;PTPN2;VAMP3"
"GTPase activator activity (GO:0005096)","192/336",0.0318404818507713,0.296706119764965,0,0,1.23561303808217,4.25917888156005,"ERRFI1;DENND5B;ITSN1;THG1L;PREX2;DOCK10;EEF1B2;SYDE2;PREX1;DOCK11;SYDE1;RGS2;RINL;OPHN1;RGS1;TBC1D10C;PLCE1;RCC1;DENND5A;TBC1D10A;TBC1D22B;RGS6;STARD8;RALGAPA2;TSC2;TBC1D2B;ARHGAP45;BCR;TIAM1;ACAP2;ADGRB3;LARS1;ADPRH;ELMO1;PREB;RIN3;RIN2;LLGL1;NGEF;NPRL2;ARHGEF28;AGAP2;ARHGAP19;ARHGAP18;ADRB1;ARHGAP17;IQGAP1;THY1;HACD3;IQGAP2;ARHGAP15;IQGAP3;RASGRP1;RAP1GAP;RASGRP4;RASGRP3;RIC8A;ARHGAP22;RACGAP1;TBC1D13;TBC1D14;NCKAP1L;SRGAP2;TBC1D17;EVI5;TBC1D16;EIF2B5;RAP1GAP2;JUN;RABGAP1L;STARD13;ANKRD27;IQSEC2;DENND4B;GRTP1;DENND4A;RAB3IP;HPS1;ARHGAP27;ARHGAP25;ARHGAP24;ARHGAP33;CCDC88A;ARHGAP32;TBCK;ARHGAP30;SH3BP5L;CCDC88C;RGL1;MON1A;ARHGAP9;DENND1C;ARHGAP11A;NRP1;DOCK4;ARHGAP8;DOCK9;DENND1A;DOCK8;LRRK2;RASGRF2;ARHGAP1;HTR2B;ARHGEF10L;ARRB1;SIPA1L2;FLCN;SIPA1L1;TAGAP;GARNL3;DENND2D;PSD;VAV3;ARHGEF11;DENND2C;ARHGEF10;ARHGEF15;DENND2B;ARHGEF17;DENND2A;ELMOD1;ARHGEF16;TBC1D8;ELMOD3;ARHGEF18;TBC1D9;RAB3IL1;ARAP1;GMIP;ARFGAP3;VAV1;MTSS2;ARHGAP10;TBC1D1;TBC1D2;ALS2;RASA4;RP2;RASA1;CDC42EP2;RAPGEF1;ARHGEF4;ARHGEF2;ARHGEF7;PLCB1;DOCK2;SOS1;RAPGEF3;ARHGEF6;RAPGEF4;RABGAP1;RGS16;ASAP3;ASAP1;DENND3;FGD1;FGD2;CYTH3;FGD4;CYTH2;RANBP3L;FGD6;CYTH4;SH3BP1;CHN1;SH3BP5;BNIP2;RGS20;EPS8L2;FNIP1;SEC23B;FARP2;RANBP1;ARFGEF2;RANBP3;EGF;MYO9B;STXBP5L;SGSM2;RGS10;RUNDC1;NUCB1;RAB3GAP2;RANGRF;LAMTOR2;LAMTOR1;LAMTOR4;SMAP2;NUCB2;RAB3GAP1;SIPA1;LAMTOR5"
"phospholipase C activity (GO:0004629)","18/25",0.0340761289867219,0.302590983058561,0,0,2.37696118909992,8.03212782083309,"CCR1;CHRM3;CASR;PLCL1;EDNRA;PLCB3;CCL5;BDKRB2;PLCE1;PLCH1;PLCH2;CCR5;PLCB1;PLCD3;PLCB2;PLCD4;F2RL2;PLCD1"
"guanyl-nucleotide exchange factor activity (GO:0005085)","89/149",0.034297572672644,0.302590983058561,0,0,1.37297183690626,4.6305956089419,"DENND1C;DOCK4;DENND5B;DOCK9;DENND1A;DOCK8;RASGRF2;ITSN1;THG1L;DOCK10;EEF1B2;PREX2;DOCK11;PREX1;RINL;PLCE1;RCC1;DENND5A;ARHGEF11;DENND2D;PSD;VAV3;ARHGEF10;DENND2C;ARHGEF15;ARHGEF17;DENND2B;ARHGEF16;DENND2A;ARHGEF18;RAB3IL1;VAV1;BCR;TIAM1;ALS2;ELMO1;RAPGEF1;ARHGEF4;PREB;RIN3;ARHGEF2;ARHGEF7;DOCK2;SOS1;RIN2;NGEF;RAPGEF3;ARHGEF6;RAPGEF4;ARHGEF28;ADRB1;DENND3;RASGRP1;RASGRP4;FGD1;FGD2;RIC8A;CYTH3;CYTH2;FGD4;CYTH4;FGD6;SH3BP5;EPS8L2;FNIP1;EIF2B5;FARP2;ARFGEF2;ANKRD27;DENND4B;IQSEC2;DENND4A;EGF;HPS1;RAB3IP;CCDC88A;SH3BP5L;CCDC88C;NUCB1;RAB3GAP2;RANGRF;LAMTOR2;LAMTOR1;RGL1;LAMTOR4;MON1A;NUCB2;RAB3GAP1;LAMTOR5"
"non-membrane spanning protein tyrosine kinase activity (GO:0004715)","24/35",0.0350780912207794,0.302590983058561,0,0,2.01714075398286,6.75778163617207,"BLK;LYN;ITK;PKDCC;SYK;SRC;TNK2;STYK1;MATK;SLA;FGR;HCK;ZAP70;FER;MELK;FES;LCK;PEAK1;ABL1;BTK;PTK2B;CSK;FYN;FRK"
"low-density lipoprotein particle binding (GO:0030169)","13/17",0.0354746029551308,0.302590983058561,0,0,3.00370727010111,10.0291930906663,"COLEC12;MSR1;SCARB1;PCSK9;TREM2;SORL1;THBS1;STAB1;CDH13;CD36;LDLR;PLTP;SCARF1"
"ankyrin repeat binding (GO:0071532)","5/5",0.0379661276363881,0.302590983058561,0,0,48010,157043.633557386,"TNKS1BP1;KIF21A;HIF1AN;TERF1;SHANK1"
"apolipoprotein A-I binding (GO:0034186)","5/5",0.0379661276363881,0.302590983058561,0,0,48010,157043.633557386,"ABCA1;SCARB1;LCAT;TREM2;HSPD1"
"C-acetyltransferase activity (GO:0016453)","5/5",0.0379661276363881,0.302590983058561,0,0,48010,157043.633557386,"HADHA;ACAA2;ACAT2;GCAT;ACAT1"
"C-X3-C chemokine binding (GO:0019960)","5/5",0.0379661276363881,0.302590983058561,0,0,48010,157043.633557386,"CX3CR1;ITGB1;ITGA4;ITGB3;ITGAV"
"CCR5 chemokine receptor binding (GO:0031730)","5/5",0.0379661276363881,0.302590983058561,0,0,48010,157043.633557386,"CCL5;CCL4;CCL3;NES;CNIH4"
"collagen binding involved in cell-matrix adhesion (GO:0098639)","5/5",0.0379661276363881,0.302590983058561,0,0,48010,157043.633557386,"ITGB1;ITGA10;ITGA2;ITGA1;ITGA11"
"exopolyphosphatase activity (GO:0004309)","5/5",0.0379661276363881,0.302590983058561,0,0,48010,157043.633557386,"ATCAY;PRUNE2;PRUNE1;BNIP2;BNIPL"
"fibroblast growth factor-activated receptor activity (GO:0005007)","5/5",0.0379661276363881,0.302590983058561,0,0,48010,157043.633557386,"FGFR4;FGFR3;FGFR2;FGFRL1;FGFR1"
"ganglioside binding (GO:0035594)","5/5",0.0379661276363881,0.302590983058561,0,0,48010,157043.633557386,"CLIP3;RTN4R;MAG;PSAP;EPDR1"
"isocitrate dehydrogenase activity (GO:0004448)","5/5",0.0379661276363881,0.302590983058561,0,0,48010,157043.633557386,"IDH3G;IDH1;IDH2;IDH3B;IDH3A"
"NAADP-sensitive calcium-release channel activity (GO:0072345)","5/5",0.0379661276363881,0.302590983058561,0,0,48010,157043.633557386,"MCOLN3;MCOLN1;MCOLN2;TPCN2;TPCN1"
"NAD-dependent histone deacetylase activity (GO:0017136)","5/5",0.0379661276363881,0.302590983058561,0,0,48010,157043.633557386,"SIRT6;SIRT7;SIRT1;SIRT2;SIRT3"
"nerve growth factor binding (GO:0048406)","5/5",0.0379661276363881,0.302590983058561,0,0,48010,157043.633557386,"NTRK1;NGFR;SORT1;FURIN;PCSK6"
"phosphatidylcholine flippase activity (GO:0140345)","5/5",0.0379661276363881,0.302590983058561,0,0,48010,157043.633557386,"ATP8B2;ATP8B1;ABCA3;ATP10B;ATP10A"
"polyol transmembrane transporter activity (GO:0015166)","5/5",0.0379661276363881,0.302590983058561,0,0,48010,157043.633557386,"SLC2A13;AQP9;AQP2;SLC5A3;AQP1"
"prostaglandin E receptor activity (GO:0004957)","5/5",0.0379661276363881,0.302590983058561,0,0,48010,157043.633557386,"PTGER4;HPGD;PTGER1;PTGER2;PTGER3"
"syndecan binding (GO:0045545)","5/5",0.0379661276363881,0.302590983058561,0,0,48010,157043.633557386,"SEMA5A;SDCBP;GPNMB;TNC;HPSE"
"thiolester hydrolase activity (GO:0016790)","5/5",0.0379661276363881,0.302590983058561,0,0,48010,157043.633557386,"ESD;PPT1;UFSP2;HAGH;PPT2"
"kinase activity (GO:0016301)","68/112",0.0388827518950816,0.302590983058561,0,0,1.42995687758514,4.64336244016066,"PANK4;DGKE;PANK3;CERK;DGKB;PANK1;LRRK2;PIK3CD;PIK3C2G;PIK3CB;PIK3CG;NADK2;HYKK;PPIP5K1;RFK;AKT1;SEPHS2;PSTK;CSNK2A1;SPHK2;DCAKD;SPHK1;IPMK;FN3KRP;MASTL;COASY;PGM2L1;ITPKB;ITPKC;PRKD3;DGKQ;SHPK;TRIB3;PRKD1;DGKK;IPPK;CERKL;PDXK;MVK;STK39;PKMYT1;PAPSS2;PAPSS1;TKFC;IRAK1;PMVK;ABL1;PGK1;CCL3;CKB;NADK;MAP4K4;FN3K;LYN;GK;GLYCTK;CDC7;DOLK;MAPK15;MTOR;BCKDK;PINK1;FCSK;ETNK1;PI4KA;POMK;COQ8A;CDK5R1"
"4 iron, 4 sulfur cluster binding (GO:0051539)","11/14",0.0398102974854653,0.302590983058561,0,0,3.38849844356728,10.9232641172847,"ISCA2;RSAD2;NUBPL;ETFDH;EXO5;ACO1;NDUFS1;ACO2;CIAO3;SDHB;ISCU"
"insulin-like growth factor receptor binding (GO:0005159)","11/14",0.0398102974854653,0.302590983058561,0,0,3.38849844356728,10.9232641172847,"SOCS2;SOCS1;IRS1;SHC1;INSR;IGF2;ARRB1;IGF1;PIK3R1;YWHAG;YWHAH"
"phosphatidylglycerol binding (GO:1901611)","11/14",0.0398102974854653,0.302590983058561,0,0,3.38849844356728,10.9232641172847,"GSDMD;STOML2;MME;UQCC3;OPA1;ANXA13;PITPNA;UCP1;PLEKHN1;PLTP;PITPNC1"
"phospholipase binding (GO:0043274)","11/14",0.0398102974854653,0.302590983058561,0,0,3.38849844356728,10.9232641172847,"PRKN;SYK;PDPK1;SRC;LCK;DGKQ;WAS;BLNK;BTK;FYN;ARHGAP6"
"protein kinase C activity (GO:0004697)","11/14",0.0398102974854653,0.302590983058561,0,0,3.38849844356728,10.9232641172847,"PRKCI;PRKCH;PRKCB;PRKD3;PRKCE;PRKCD;CCL3;PRKCA;PRKCQ;PRKD1;PRKCZ"
"sodium channel regulator activity (GO:0017080)","25/37",0.0403860645176142,0.302590983058561,0,0,1.92607410263826,6.18129278146637,"CAMK2D;NEDD4L;PCSK9;NOS1;PRSS8;SCN1B;SNTA1;YWHAH;CAV3;COMMD1;FXYD4;FXYD3;FXYD2;NEDD4;FXYD1;RANGRF;FXYD6;FXYD5;GPD1L;SGK1;SCN4B;SGK2;GPLD1;PTPN3;SCN2B"
"ADP binding (GO:0043531)","19/27",0.0412650914170606,0.302590983058561,0,0,2.19537045958185,6.99826667358824,"TAP1;MYO9B;MIEF1;ATP5F1D;GLUD1;ATP5F1A;GCLC;PPP5C;MSH2;MYO6;MYO3A;LONP1;ME1;MYO18A;PGK1;MYH9;COQ8A;MYH10;ABCG1"
"glutathione transferase activity (GO:0004364)","19/27",0.0412650914170606,0.302590983058561,0,0,2.19537045958185,6.99826667358824,"GSTM4;GSTK1;GSTM2;GSTM1;GSTO1;GSTP1;MGST3;MGST1;GSTT2;GSTT1;GSTZ1;HPGDS;GSTA5;GSTA4;GSTA3;GSTA2;ALOX5AP;GSTA1;GSTM5"
"metal ion transmembrane transporter activity (GO:0046873)","19/27",0.0412650914170606,0.302590983058561,0,0,2.19537045958185,6.99826667358824,"SLC12A2;SLC12A3;MMGT1;KCNA1;SLC23A1;SLC11A1;SLC11A2;ATP2A3;ITPR1;ITPR2;SLC41A1;ZDHHC13;MAGT1;ATP2B1;AQP1;SLC8A2;TMEM165;CNNM2;CNNM4"
"amino acid binding (GO:0016597)","22/32",0.0412822824287578,0.302590983058561,0,0,2.03377023901311,6.48228035717817,"CASR;NOS2;GLDC;SHMT2;NOS3;SHMT1;CAD;CASTOR1;TM4SF5;GRIN2B;THNSL2;ASS1;GNMT;SRR;GCLC;GRIN3B;GRIN3A;DDAH1;CASTOR2;DDAH2;NOS1;PADI4"
"neutral amino acid transmembrane transporter activity (GO:0015175)","22/32",0.0412822824287578,0.302590983058561,0,0,2.03377023901311,6.48228035717817,"SLC36A1;SLC38A1;SLC6A19;SLC36A2;SLC43A2;SLC1A1;SLC43A1;SLC1A4;SLC3A2;SLC1A5;SLC25A38;SLC7A5;SLC6A7;SLC7A8;SLC7A9;SFXN3;SLC38A6;SFXN1;SFXN2;SLC38A3;SLC36A4;SLC38A2"
"microtubule motor activity (GO:0003777)","36/56",0.0428224029396016,0.302590983058561,0,0,1.66450492182976,5.24434547072101,"DNAH3;DYNC1I2;DNAH1;DNAH2;DNAH8;KIF14;KIF11;SMC3;KIF17;KIF15;KIF3A;KIF13A;KIF1C;KIF21A;KIF1A;KIF21B;KIF3C;DNAH17;STARD9;KIF24;KIF23;KIF22;KIF7;KIF6;KIF27;CENPE;KIF18A;KIF18B;KIF2A;KIFC2;KIFC1;KIF26A;KIF26B;KIF2C;KIF20A;KIF20B"
"receptor tyrosine kinase binding (GO:0030971)","36/56",0.0428224029396016,0.302590983058561,0,0,1.66450492182976,5.24434547072101,"SHC4;DOCK4;SHC2;PCNA;IRS1;SHC1;TRADD;LRP4;CBLB;PIK3R1;CBL;TOB1;GRB14;HYAL2;BLNK;ITGAX;RACK1;ALKAL2;SH2B3;SH2B2;NCK1;SH2B1;ANGPT4;PTPN1;TRAT1;ARHGEF16;NRG1;GAB2;PTPN14;RNF41;PITPNM1;PITPNM3;PITPNM2;ELMO2;GAS6;PTPN2"
"secondary active transmembrane transporter activity (GO:0015291)","36/56",0.0428224029396016,0.302590983058561,0,0,1.66450492182976,5.24434547072101,"SLC22A4;SLC25A3;SLC22A6;SLC20A2;SLC35D1;SLC20A1;SLC5A12;SLC4A1;SLCO5A1;CLCN3;SLC4A4;TMEM241;SLC16A2;MFSD2A;SLC35A1;SLC35E1;SLC35C2;SLC35E4;SLC35C1;SLC16A10;SLC25A16;SLC5A6;SLC7A5;SLC5A8;CLCN4;SLC7A8;SLCO3A1;SLCO4A1;SLCO4C1;SLC25A10;SLC22A8;SLC28A2;SLC25A11;SLC22A7;SLC28A1;MCU"
"inositol 1,4,5 trisphosphate binding (GO:0070679)","9/11",0.0435072888570148,0.302590983058561,0,0,4.15824429685244,13.0353756418987,"RPH3A;CYTH2;TRPC6;TRPC3;TRPC4;TRPC1;ITPR1;ITPR2;ITPR3"
"phospholipase activator activity (GO:0016004)","9/11",0.0435072888570148,0.302590983058561,0,0,4.15824429685244,13.0353756418987,"CCL8;LCK;PDPK1;SRC;CCL5;BTK;CCL3;FYN;ARHGAP6"
"phosphotransferase activity, for other substituted phosphate groups (GO:0016780)","9/11",0.0435072888570148,0.302590983058561,0,0,4.15824429685244,13.0353756418987,"PTDSS2;SAMD8;GNPTAB;PIGO;SGMS1;PIGN;SGMS2;PIGF;AASDHPPT"
"sodium:phosphate symporter activity (GO:0005436)","9/11",0.0435072888570148,0.302590983058561,0,0,4.15824429685244,13.0353756418987,"SLC34A3;SLC34A2;SLC20A2;SLC20A1;SLC34A1;SLC17A1;SLC17A2;SLC17A3;MFSD2A"
"cyclin-dependent protein serine/threonine kinase regulator activity (GO:0016538)","29/44",0.0437162969240375,0.302590983058561,0,0,1.78752692320057,5.59502061589223,"CCNK;CDKN1A;CCNI;CCNF;CCNC;CKS1B;CCNB2;CCNB1;CCND3;CCND2;CCND1;CCNL2;CCNL1;CNPPD1;CDKN2D;HEXIM1;CDKN2B;CDKN2C;CDKN2A;INCA1;CCNA2;KAT2B;CCNE2;CCNY;CCNE1;CCNG2;CCNG1;CCNJL;CDK5R1"
"aldehyde-lyase activity (GO:0016832)","7/8",0.0447392073520607,0.302590983058561,0,0,6.46780868058897,20.094867386438,"SGPL1;ALDOC;ALDOB;HOGA1;ALDOA;CYP17A1;DERA"
"arginine binding (GO:0034618)","7/8",0.0447392073520607,0.302590983058561,0,0,6.46780868058897,20.094867386438,"NOS2;CASTOR2;NOS3;CASTOR1;TM4SF5;NOS1;PADI4"
"calcium-independent phospholipase A2 activity (GO:0047499)","7/8",0.0447392073520607,0.302590983058561,0,0,6.46780868058897,20.094867386438,"PLA2G15;PNPLA8;PLA2G4C;PLA2G4A;PLA2G6;PLA2G7;PRDX6"
"ciliary neurotrophic factor receptor activity (GO:0004897)","7/8",0.0447392073520607,0.302590983058561,0,0,6.46780868058897,20.094867386438,"CNTFR;LIFR;IL6ST;OSMR;PRLR;CRLF2;IL13RA1"
"coreceptor activity involved in Wnt signaling pathway (GO:0071936)","7/8",0.0447392073520607,0.302590983058561,0,0,6.46780868058897,20.094867386438,"PTK7;LRP5;ROR1;GPC4;ROR2;GPC6;LRP6"
"interleukin-17 receptor activity (GO:0030368)","7/8",0.0447392073520607,0.302590983058561,0,0,6.46780868058897,20.094867386438,"IL17RE;IL17RD;IL6ST;IL17RC;IL17RB;IL17RA;IL27RA"
"iron ion transmembrane transporter activity (GO:0005381)","7/8",0.0447392073520607,0.302590983058561,0,0,6.46780868058897,20.094867386438,"SLC25A28;TTYH1;SLC11A1;SLC11A2;SLC40A1;SLC39A8;SLC39A14"
